0	2	1615
1	2	2379
2	0	45
2	1	2113
3	0	45
3	1	2745
4	2	124
5	2	2896
6	2	2989
7	2	3356
8	2	2009
9	0	158
9	1	2113
10	2	3057
11	2	3191
12	2	1631
13	2	648
14	2	2612
15	2	1738
16	0	45
16	1	2464
17	0	45
17	1	1589
18	2	1001
19	0	2026
19	1	1589
20	2	2288
21	0	1958
21	1	3391
22	2	3383
23	2	2477
24	2	105
25	2	1400
26	2	3011
27	2	2016
28	2	2275
29	2	104
30	2	433
31	0	45
31	1	1001
32	0	2026
32	1	2464
33	2	2549
34	2	3315
35	2	1726
36	0	158
36	1	2464
37	2	3467
38	0	2354
38	1	751
39	0	2354
39	1	3391
40	2	1056
41	2	756
42	2	222
43	2	1601
44	0	2670
44	1	2745
45	0	2026
45	1	2288
46	2	2719
47	0	1606
47	1	2745
48	0	2399
48	1	2113
49	2	2808
50	2	764
51	2	549
52	0	1606
52	1	2113
53	2	544
54	2	3414
55	0	45
55	1	2727
56	0	2835
56	1	2745
57	2	1684
58	2	291
59	2	473
60	0	45
60	1	3356
61	0	158
61	1	859
62	2	2425
63	2	1940
64	0	2026
64	1	1941
65	0	3382
65	1	1001
66	2	1579
67	2	210
68	0	2026
68	1	86
69	2	1187
70	2	2397
71	2	3145
72	2	3066
73	2	1801
74	0	2026
74	1	104
75	2	2830
76	0	2176
76	1	2113
77	2	1005
78	0	45
78	1	537
79	0	1606
79	1	86
80	2	605
81	0	1134
81	1	104
82	0	3382
82	1	1203
83	0	2413
83	1	1738
84	2	2608
85	0	997
85	1	86
86	0	3382
86	1	2288
87	0	2428
87	1	2009
88	2	540
89	0	158
89	1	1290
90	0	1146
90	1	2113
91	0	997
91	1	2762
92	0	45
92	1	72
93	0	2026
93	1	72
94	2	1673
95	2	1643
96	2	712
97	2	3233
98	2	2082
99	0	45
99	1	2866
100	0	997
100	1	1001
101	0	2026
101	1	2762
102	0	1281
102	1	2745
103	0	1606
103	1	1941
104	2	565
105	0	1269
105	1	566
106	0	2670
106	1	2113
107	0	45
107	1	3467
108	0	1936
108	1	2288
109	0	1606
109	1	1615
110	0	728
110	1	2464
111	2	2700
112	0	158
112	1	3391
113	2	1180
114	2	766
115	2	1790
116	2	1809
117	0	3
117	1	1290
118	2	1236
119	0	374
119	1	1589
120	2	3258
121	0	45
121	1	433
122	0	1606
122	1	859
123	2	899
124	0	2768
124	1	2745
125	0	45
125	1	3258
126	2	2395
127	0	997
127	1	1941
128	2	3251
129	0	3382
129	1	751
130	2	568
131	2	1475
132	0	2768
132	1	1738
133	2	1816
134	0	2026
134	1	2103
135	2	2784
136	0	3174
136	1	2113
137	0	158
137	1	3346
138	2	2420
139	2	99
140	0	45
140	1	3346
141	2	1745
142	2	3253
143	0	460
143	1	2288
144	0	2399
144	1	2379
145	2	154
146	0	45
146	1	2863
147	2	2984
148	2	817
149	0	2946
149	1	2288
150	2	2956
151	0	1453
151	1	1589
152	2	996
153	2	1002
154	0	864
154	1	2745
155	0	45
155	1	1889
156	0	45
156	1	1810
157	0	2176
157	1	1615
158	0	2354
158	1	86
159	2	938
160	0	728
160	1	2745
161	0	1606
161	1	1738
162	0	2026
162	1	3356
163	2	3431
164	0	1269
164	1	2745
165	0	374
165	1	2464
166	0	2026
166	1	433
167	0	2658
167	1	1738
168	0	584
168	1	1057
169	2	582
170	0	2026
170	1	3391
171	2	945
172	0	45
172	1	3005
173	0	158
173	1	3467
174	0	2428
174	1	638
175	2	1357
176	2	1107
177	0	1134
